HOTEL POST LERMOOS,KIRCHPLATZ 6 6631 LERMOOS ÖSTERREICH,tel:+43 5673 22810,http://www.post-lermoos.at/
BIO-HOTEL STANGLWIRT,KAISERWEG 1 1 6353 GOING ÖSTERREICH,tel:+43 5358 2000,http://www.stanglwirt.com/
ALPBACHERHOF****S - MOUNTAIN & SPA RESORT,ALPBACH 279 6236 ALPBACH ÖSTERREICH,tel:0043 5336 5237,http://www.alpbacherhof.at/
QUELLENHOF LUXURY RESORT LAZISE,VIA DEL TERMINON 19 37017 LAZISE ITALIEN,tel:+39 045 853 1000,https://www.quellenhof-lazise.it/
VILA VITA PANNONIA,STORCHENGASSE 1 7152 PAMHAGEN ÖSTERREICH,tel:+43 2175 21800,http://www.vilavitapannonia.at/
RITZENHOF****S - HOTEL & SPA AM SEE,RITZENSEESTRASSE 33 5760 SAALFELDEN ÖSTERREICH,tel:+43 6582 73806,https://www.ritzenhof.at/?utm_source=superiorhotels.info&utm_medium=Referrer&utm_campaign=superiorhotels.info
HOTEL PIENZENAU AM SCHLOSSPARK,PIENZENAUWEG 1 39012 39012 ITALIEN,tel:+39 0473 234030,https://www.hotelpienzenau.com/
DAS KRANZBACH,KRANZBACH 1 82493 KRANZBACH BEI GARMISCH-PARTENKIRCHEN DEUTSCHLAND,tel:+49 8823 928000,https://www.daskranzbach.de/
PREIDLHOF***** LUXURY DOLCEVITA RESORT,ST. ZENO-STRASSE 13 39025 NATURNS BEI MERAN ITALIEN,tel:+39 0473 666251,http://www.preidlhof.com/
STAUDACHERHOF,HÖLLENTALSTRASSE 48 82467 GARMISCH-PARTENKIRCHEN DEUTSCHLAND,tel:+49 8821 9290,http://www.staudacherhof.de/
SKI | GOLF | WELLNESS HOTEL RIML****S,HOCHGURGLER STRASSE 16 6456 HOCHGURGL ÖSTERREICH,tel:+43 5256 6261,https://www.hotel-riml.com/?utm_source=superiorhotels.info&utm_medium=referral&utm_campaign=zurwebsite
SACKMANN GENUSSHOTEL,MURGTALSTRASSE 602 72270  BAIERSBRONN DEUTSCHLAND,tel:+49 7447 2890,http://www.hotel-sackmann.de/
ALPINES LIFESTYLE HOTEL TANNENHOF,ALPENDORF 3 5600 ST. JOHANN ÖSTERREICH,tel:+43 6412 5231,http://www.tannenhof-alpendorf.com/
PARKHOTEL WALLGAU,BARMSEESTRASSE 1 82499 WALLGAU DEUTSCHLAND,tel:+49 8825 290,https://www.parkhotel-wallgau.de/
HOTEL ALBONA NOVA,ZÜRS 217 ARLBERG 6763 ZÜRS AM ARLBERG ÖSTERREICH,tel:+43 5583 2341,http://www.albonanova.at/
HOTEL SCHLOSS SEEFELS,"TÖSCHLING 1 9212 PÖRTSCHACH, TECHELSBERG AM WÖRTHERSEE ÖSTERREICH",tel:+43 4272 2377,http://www.seefels.at/
HOTEL KAISERHOF,HARMSTÄTT 8 6352 ELLMAU ÖSTERREICH,tel:+43 5358 2022,http://www.kaiserhof-ellmau.at/
PARKHOTEL MARLENA - ADULTS ONLY 14+,NÖRDERSTR. 6 39020 MARLING ITALIEN,tel:+39 0473 22 22 66,http://www.marlena.it/
BELVEDERE SWISS QUALITY HOTEL GRINDELWALD,DORFSTRASSE 53 3818 GRINDELWALD SCHWEIZ,tel:+41 33 888 99 99,https://www.belvedere-grindelwald.ch/
HOTEL KENDLER,OBERDORF 39 5753 SAALBACH-HINTERGLEMM ÖSTERREICH,tel:+43 6541 6225,https://www.kendler.at/
PRECISE RESORT SCHWIELOWSEE,AM SCHWIELOWSEE 117 14542 WERDER DEUTSCHLAND,tel:+49 3327 56960,https://www.precisehotels.com/werder/
DER LÄRCHENHOF,LÄRCHENWEG 11 6383 ERPFENDORF ÖSTERREICH,tel:+43 5352-8138-0,http://www.laerchenhof-tirol.at/
HOTEL TIROL,ANGERWEG 1 6533 FISS ÖSTERREICH,tel:+43 5476 6358,http://www.hotel-tirol.net/
DAS GOLDBERG,HALTESTELLENWWEG 23 5630 BAD HOFGASTEIN ÖSTERREICH,tel:+43 6432 6444,https://www.dasgoldberg.at/
SONNEN RESORT ****S,RATHAUSSTRASSE 2 39025 NATURNS ITALIEN,tel:+39 0473 667250,http://www.sonnenresort.it/
DER ÖSCHBERGHOF,GOLFPLATZ 1 78166  DONAUESCHINGEN DEUTSCHLAND,tel:+49 771 84 0,http://www.oeschberghof.com/
WELLNESS- & NATIONALPARK HOTEL SCHLIFFKOPF,SCHWARZWALDHOCHSTRASSE 1 72270 BAIERSBRONN DEUTSCHLAND,tel:+49%C2%A07449-920-0,http://www.schliffkopf.de/
REDUCE HOTEL THERMAL ****S,ELISABETH-ALLEE 1 7431 BAD TATZMANNSDORF ÖSTERREICH,tel:03353 8200 50,https://www.reduce.at/reduce-thermal/
ROMANTIK SPA HOTEL ELIXHAUSER WIRT,DORFSTRASSE 14 5161 ELIXHAUSEN BEI SALZBURG ÖSTERREICH,tel:+43 66248 02 12 0,http://www.elixhauserwirt.at/
HOTEL ADLON KEMPINSKI BERLIN,UNTER DEN LINDEN 77 10117 BERLIN DEUTSCHLAND,tel:+49 30 22610,https://www.kempinski.com/de/hotel-adlon
"CARLTON HOTEL, ST. MORITZ",VIA JOHANNES BADRUTT 11 7500 ST. MORITZ SCHWEIZ,tel:+41 81 836 70 00,https://tschuggencollection.ch/de/hotel/carlton-hotel
SCHLOSSHOTEL LACKNERHOF****S FLACHAU,UNTERBERGGASSE 172 5542 FLACHAU ÖSTERREICH,tel:+43 6457 23790,http://www.lacknerhof.at/
VITALQUELLE MONTAFON,AUSSERLITZSTRASSE 80 6780 SCHRUNS ÖSTERREICH,tel:+43 5556 77049,http://www.vitalquelle.at/
DORINT CHARLOTTENHOF HALLE (SAALE),DOROTHEENSTRASSE 12 06108  HALLE (SAALE) DEUTSCHLAND,tel:+49 345 29230,http://www.dorint.com/halle
HOTEL HEINZ,BERGSTRASSE 77 56203  HÖHR-GRENZHAUSEN DEUTSCHLAND,tel:+49 2624 9430 0,http://www.hotel-heinz.de/
PULLMAN COLOGNE,HELENENSTRASSE 14 50667  KÖLN DEUTSCHLAND,tel:+49 221 275 0,https://all.accor.com/hotel/5366/index.de.shtml
ELIZABETH ARTHOTEL,FIMBABAHNWEG 4 6561 ISCHGL ÖSTERREICH,tel:+43 5444 5411,http://www.elizabeth.at/
HOTEL PANORAMA,BRETTSTEINSTRASSE 1 5562 OBERTAUERN ÖSTERREICH,tel:+43 6456 7432,http://www.panorama-obertauern.at/
HOTEL SALZBURGER HOF LEOGANG,SONNBERG 170 5771 LEOGANG ÖSTERREICH,tel:+43 6583 7310,http://www.salzburgerhof.eu/
CASA LEÓN VILLA Y RESTAURANTE - CASA LEÓN ROYAL RETREAT,CALLE MOZART NO. 3 MONTE LEÓN 35109 MONTE LEÓN GRAN CANARIA SPANIEN,tel:+34 928 797 080,http://www.casa-leon.es/
MÖRWALD RELAIS & CHÂTEAUX HOTEL AM WAGRAM,KLEINE ZEILE 13-17 3483 FEUERSBRUNN ÖSTERREICH,tel:+43 2738 22980,https://www.moerwald.at/de/
PRECISE RESORT RÜGEN,AM TAUBENBERG 1 OT NEDDESITZ 18551 SAGARD DEUTSCHLAND,tel:+49 38302 95,https://www.precisehotels.com/Rugen/
PRECISE RESORT HAFENDORF RHEINSBERG,HAFENDORFSTRASSE 1 16831 RHEINSBERG DEUTSCHLAND,tel:+49 33931 800800,https://www.precisehotels.com/hafendorf-rheinsberg
PRECISE TALE POGGIO ALLA SALA,VIA POGGIO ALLA SALA 10 53045 MONTEPULCIANO ITALIEN,tel:+39 0578 820050,https://www.precisehotels.com/poggio-alla-sala
CLASSIC HOTEL MERANERHOF,ALESSANDRO MANZONI STR. 1 39012 MERAN ITALIEN,tel:+39 0473 230230,https://www.meranerhof.com/
FAMILIEN - UND WELLNESSHOTEL PROKULUS,VIA PRINCIPALE 19 39025 NATURNS ITALIEN,tel:+39 0473 667566,http://www.prokulus.it/
PANORAMAHOTEL HUBERHOF****S,HUBERSTRASSE 21 39037 MERANSEN ITALIEN,tel:+390472520250,https://www.panoramahotel-huberhof.com/
ALLGÄU SONNE,STIESSBERG 1 87534 OBERSTAUFEN DEUTSCHLAND,tel:+49 8386 7020,http://www.allgaeu-sonne.de/
HOTEL BERGHOF | ST. JOHANN IN SALZBURG,ALPENDORF 1 5600 ST.JOHANN IM PONGAU ÖSTERREICH,tel:+43 6412 6181,https://www.hotel-berghof.com/de/
PRECISE RESORT BAD SAAROW AM SCHARMÜTZELSEE,PARKALLEE 1 15526 BAD SAAROW DEUTSCHLAND,tel:+49 33631 483400,https://www.precisehotels.com/bad-saarow
HOTEL SONNENHOF LAM IM BAYERISCHEN WALD,HIMMELREICH 13 93462 LAM DEUTSCHLAND,tel:+49%C2%A09943-370,http://www.sonnenhof-lam.de/
ALLGÄU RESORT,SEBASTIAN-KNEIPP-ALLEE 7 87730 BAD GRÖNENBACH DEUTSCHLAND,tel:+49%C2%A08334-5346 500,http://www.allgaeu-resort.de/
HOTEL & SPA LINSBERG ASIA****SUPERIOR,THERMENPLATZ 1 2822 BAD ERLACH ÖSTERREICH,tel:+43 2627-48000,http://www.linsbergasia.at/
HOTEL GUT BRANDLHOF,HOHLWEGEN 4 5760 SAALFELDEN ÖSTERREICH,tel:+43 6582-7800-0,http://www.brandlhof.com/
HOTEL ALPENHOF,HINTERTUX 750 6294 TUX ÖSTERREICH,tel:+43 5287-8550,http://www.alpenhof.at/
HOTEL & SPA DER STEIRERHOF BAD WALTERSDORF,WAGERBERG 125 8271 BAD WALTERSDORF ÖSTERREICH,tel:+43 3333-3211-0,https://www.dersteirerhof.at/
VALSANA HOTEL AROSA,OBERSEEPROMENADE 2 7050 AROSA SCHWEIZ,tel:+41 81 378 63 63,http://www.valsana.ch/
HOTEL EDEN ROC ASCONA,VIA ALBARELLE 16 CH-6612 ASCONA SCHWEIZ,tel:+41 91 785 71 71,http://www.edenroc.ch/
FONTIS LUXURY SPA LODGE,SCHUER 8 39030 GSIES ITALIEN,tel:+390474780021,http://www.fontis-lodge.com/
SCHLOSSHOTEL WENDORF,SCHLOSSALLEE 16 19412 KUHLEN-WENDORF DEUTSCHLAND,tel:+49 (0)38486 3366-0,https://schlosshotel-wendorf.de/
HOTEL ANDREUS,IN DER KELLERLAHNE 3A 39015  ST. LEONHARD ITALIEN,tel:0039 0473 49 13 30,https://www.andreus-resorts.it/
KEMPINSKI HOTEL DAS TIROL,KITZBUEHLER STRASSE 48 6373 JOCHBERG ÖSTERREICH,tel:0043 5355 50100 1210,https://www.kempinski.com/de/jochberg/hotel-das-tirol/
HOTEL SALZBURGER HOF ZAUCHENSEE,ZAUCHENSEE 22 5541 ALTENMARKT ÖSTERREICH,tel:+43 6452 4015,http://www.salzburgerhof.net/
HOTEL & SPA LARIMAR ****S,PANORAMAWEG 2 7551 STEGERSBACH ÖSTERREICH,tel:+43 3326 55100,http://www.larimarhotel.at/
TSCHUGGEN GRAND HOTEL,TSCHUGGENTORWEG 1 7050 AROSA SCHWEIZ,tel:+41 81 378 99 99,https://tschuggen.ch/
HOTEL POST SULDEN,HAUPTSTRASSE - VIA PRINCIPALE 22 39029 SULDEN AM ORTLER ITALIEN,tel:+39 0473 613024,https://www.hotelpost.it/
HOTEL GOLSERHOF,AICHWEG 32 39019 DORF TIROL ITALIEN,tel:+39 0473 92 32 94,http://www.golserhof.it/
HOTEL FORSTHOFGUT,HÜTTEN 2 5771 LEOGANG ÖSTERREICH,tel:+43 6583 8561,http://www.forsthofgut.at/
HOTEL ENGEL OBERTAL,RECHTMURGSTRASSE 28 72270 BAISERBRONN-OBERTAL DEUTSCHLAND,tel:+49%C2%A07449-85-0,http://www.engel-obertal.de/
HOTEL RÖMERHOF,RÖMERSTRASSE 41 5562 OBERTAUERN ÖSTERREICH,tel:+43 6456 72380,http://www.roemerhof.at/
WALLISERHOF GRAND-HOTEL & SPA,DORFWEG 1 3906 SAAS-FEE SCHWEIZ,tel:+41 27 958 19 00,http://www.walliserhof-saasfee.ch/
MY ALPENWELT RESORT****SUPERIOR,KÖNIGSLEITEN 81 5742 WALD IM PINZGAU ÖSTERREICH,tel:+43 6564 8282,https://www.myalpenweltresort.at/
MALISGARTEN GREEN SPA HOTEL,ROHRERSTRASSE 5 6280 ZELL AM ZILLER ÖSTERREICH,tel:+43 5282 2236,https://www.malisgarten.at/
SEEGLÜCK HOTEL FORELLE,FISCHERGASSE 65 9872 MILLSTATT AM SEE ÖSTERREICH,tel:+43 4766 20500,https://www.hotel-forelle.at/
BERGDORF PRECHTLGUT,HOFMARK 1 5602 WAGRAIN ÖSTERREICH,tel:0043 676 7301911,http://www.prechtlgut.at/
WALDHOF FUSCHLSEE RESORT,SEESTRASSE 30 5330 FUSCHL AM SEE ÖSTERREICH,tel:+43 6226 8264,http://www.waldhof-fuschlsee.at/
HALLER'S GENIESSERHOTEL,VON KLENZE WEG 5 6993 MITTELBERG IM KLEINWALSERTAL ÖSTERREICH,tel:+43 5517 5551,http://www.hallers.at/
EUROPÄISCHER HOF AKTIVHOTEL & SPA,MIESBICHLSTRASSE 20 5640 BAD GASTEIN ÖSTERREICH,tel:+43 6434 2526 0,https://europaeischerhof.at/
SCHLOSSPARK MAUERBACH,HERZOG-FRIEDRICH-PLATZ 1 3001 MAUERBACH ÖSTERREICH,tel:+43 1 970 30 100,http://www.schlosspark.at/
HOTEL POST,DORFSTRASSE 67 6561 ISCHGL ÖSTERREICH,tel:+43 5444 5232,http://www.post-ischgl.com/
TIRLER - DOLOMITES LIVING HOTEL,"SALTRIA, 59 39040 SEISER ALM ITALIEN",tel:+39 0471 727 927,http://www.hotel-tirler.com/
HOTEL ALPENROYAL,MËISULES STR. 43 39048 WOLKENSTEIN ITALIEN,tel:+39 0471 79 55 55,https://www.alpenroyal.com/de/
FAMILIEN - SPORTRESORT BRENNSEEHOF,SEESTRASSE 19 9544 FELD AM SEE ÖSTERREICH,tel:+43 4246 2495,http://www.brennseehof.com/
LAKE SPA HOTEL SEELEITEN,WEINSTRASSE 30 39052 KALTERN ITALIEN,tel:+39 0471 960200,http://www.seeleiten.it/
WALDHAUS FLIMS WELLNESS RESORT,VIA DIL PARC 3 7018 FLIMS WALDHAUS SCHWEIZ,tel:+41 81 928 48 48,http://www.waldhaus-flims.ch/
PARKHOTEL MARGNA,VIA DA BASELGIA 27 7515 SILS-BASELGIA SCHWEIZ,tel:+41 81 838 47 47,http://www.margna.ch/
WELLNESS & SPA HOTEL AUGUSTINIÁNSKÝ DŮM ****S,A.VÁCLAVÍKA 241 76326 LUHAČOVICE TSCHECHIEN,tel:+420 577113666,http://www.augustian.cz/
SENDLHOFER'S,PYRKERSTRASSE 34 5630 BAD HOFGASTEIN ÖSTERREICH,tel:+43 6432 3838 0,http://www.sendlhofers.com/
BOUTIQUE HOTEL DAS RIVUS,HÜTTEN 50 5771 LEOGANG ÖSTERREICH,tel:+43 6583 20018,http://www.rivus.at/
KEMPINSKI HOTEL SAN LAWRENZ,"TRIQ IR-ROKON, GOZO MALTA SLZ 1040 SAN LAWRENZ MALTA",tel:+356 22 11 0000,http://www.kempinski.com/en/gozo/hotel-san-lawrenz
ALPENHOTEL MONTAFON,SILVRETTASTRASSE 175 6780 SCHRUNS IM MONTAFON ÖSTERREICH,tel:+43 5556 75700,https://www.alpenhotel-montafon.net/
MOKNI'S PALAIS HOTEL & SPA,KURPLATZ 4-6 75323 BAD WILDBAD IM SCHWARZWALD DEUTSCHLAND,tel:+4970813010,https://www.moknis.com/
ROMANTIK ROEWERS PRIVATHOTEL,WILHELMSTRASSE 34 18586 OSTSEEBAD SELLIN DEUTSCHLAND,tel:+49%C2%A038303-122-0,http://www.roewers.de/
WEINROMANTIKHOTEL RICHTERSHOF,HAUPTSTRASSE 81-83 54486 MÜLHEIM AN DER MOSEL DEUTSCHLAND,tel:+49 6534 9480,https://www.weinromantikhotel.com/
STRAND-HOTEL HÜBNER,SEESTRASSE 12 18119  ROSTOCK-WARNEMÜNDE DEUTSCHLAND,tel:+49 381 5434 0,http://www.strandhotelhuebner.de/
HOTEL POST LECH,DORF 11 6764 LECH ÖSTERREICH,tel:Tel: +43 55 83-22 06-0,http://www.postlech.com/
LUISENHÖHE - GESUNDHEITSRESORT SCHWARZWALD,LUISENHÖHESTRASSE 14 79289 HORBEN DEUTSCHLAND,tel:+49 761 137330,https://www.luisenhoehe-hotel.de/
PALAIS HANSEN KEMPINSKI VIENNA,SCHOTTENRING 24 1010 WIEN ÖSTERREICH,tel: +43 1 236 1000,http://www.kempinski.com/de/wien/palais-hansen
ERFURTHS BERGFRIED FERIEN & WELLNESSHOTEL,SICKINGERSTR.28 79856 HINTERZARTEN DEUTSCHLAND,tel:+49 7652 1280,http://www.bergfried.de/
HAUBERS NATURRESORT,MEERAU 34 87534 OBERSTAUFEN DEUTSCHLAND,tel:+49%C2%A08386-9330-5,http://www.haubers.de/
SONNHOF ALPENDORF - AN ADULTS ONLY PLACE.,ALPENDORF 16 5600 ST. JOHANN IM PONGAU ÖSTERREICH,tel:+43 6412-7271,http://www.sonnhof-alpendorf.at/
FAMILIEN NATUR RESORT MOAR GUT*****,MOARGASSE 22 5611 GROSSARL ÖSTERREICH,tel:+43 6414 318,http://www.moargut.com/
GARTENHOTEL LINDE,RIED 80 6531 RIED ÖSTERREICH,tel:+43 5472 6270,http://www.hotel-linde.at/
BORNMÜHLE,BORNMÜHLE 35 17094 GROSS NEMEROW DEUTSCHLAND,tel:+49 39605-600,http://www.bornmuehle.de/
FRUTT MOUNTAIN RESORT,FRUTT 9 6068 MELCHSEE-FRUTT SCHWEIZ,tel:+41 41 669 79 79,https://www.fruttmountainresort.com/
GENIESSERHOTEL BERGERGUT ****S,OBERAFIESL 7 4170 ST.STEFAN-AFIESL ÖSTERREICH,tel:+43 7216 4451,http://www.romantik.at/
GOLFHOTEL LES HAUTS DE GSTAAD & SPA,BAHNHOFSTRASSE 7 3777 SAANENMÖSER SCHWEIZ,tel:+41 33 748 68 68,http://www.golfhotel.ch/
VILLA SEILERN VITAL RESORT,TÄNZLGASSE 11 4820 BAD ISCHL ÖSTERREICH,tel:+43 6132 24132,http://www.villaseilern.at/
HANUSEL HOF GOLF & WELLNESS HOTEL,HELINGERSTR. 5 87480 WEITNAU-HELLENGERST DEUTSCHLAND,tel:+49 8378 92000,http://www.hanusel-hof.de/
TROFANA ROYAL *****SUPERIOR RESORT,DORFSTRASSE 95 6561 ISCHGL ÖSTERREICH,tel:+43 5444 600,http://www.trofana-royal.at/
HOTEL VIER JAHRESZEITEN KEMPINSKI MÜNCHEN,MAXIMILIANSTRASSE 17 80539  MÜNCHEN DEUTSCHLAND,tel:+49 89 2125 0,http://www.kempinski.com/en/munich/hotel-vier-jahreszeiten
REDUCE HOTEL VITAL ****S,ELISABETH-ALLEE 2 7431 BAD TATZMANNSDORF ÖSTERREICH,tel:+43 3353 8200 60,https://www.reduce.at/reduce-vital/
NATURHOTEL WALDKLAUSE,UNTERLÄNGENFELD 190 6444 LÄNGENFELD ÖSTERREICH,tel:+43 5253 5455,http://www.waldklause.at/
HOTEL CHEMNITZER HOF,THEATERPLATZ 4 09111  CHEMNITZ DEUTSCHLAND,tel:+49 371 684 0,http://www.chemnitzer-hof.de/
ÇIRAĞAN PALACE KEMPINSKI ISTANBUL,CIRAGAN CADDESI 32 34349 BESIKTAS ISTANBUL TÜRKEI,tel:+90 212 326 4646,https://www.kempinski.com/de/istanbul/ciragan-palace/
THE CHEDI ANDERMATT,GOTTHARDSTRASSE 4 6490 ANDERMATT SCHWEIZ,tel:+41 41 888 74 88,http://www.thechediandermatt.com/
HOTEL DER LÖWE LEBE FREI,LEOGANG 119 5771 LEOGANG ÖSTERREICH,tel:+43 6583 7428,https://www.loewe.at/
CARLSBAD PLAZA MEDICAL SPA & WELLNESS HOTEL,MARIÁNSKOLÁZEŇSKÁ 25 36001 KARLOVY VARY TSCHECHIEN,tel:+420 352441111,http://www.carlsbad-plaza.com/de
RELAIS & CHÂTEAUX HOTEL TENNERHOF,GRIESENAUWEG 26 6370 KITZBÜHEL ÖSTERREICH,tel:+43 5356 63181,https://www.tennerhof.com/
GARDENHOTEL CRYSTAL,"HOCHFÜGENERSTRASSE, 63 6263 FÜGEN ÖSTERREICH",tel:+43528862425,http://www.gartenhotel-crystal.at/
HOTEL DAS TEGERNSEE,NEUREUTHSTARSSE 23 83684 TEGERNSEE DEUTSCHLAND,tel:+49 (0) 8022 1820,https://www.dastegernsee.de/de/
MÖVENPICK HOTEL MÜNSTER,KARDINAL-VON-GALEN-RING 65 48149  MÜNSTER DEUTSCHLAND,tel:+49 251 8902 0,http://www.movenpick.com/de/europe/germany/muenster/hotel-muenster
AKTIV- & WELLNESSHOTEL BERGFRIED,LANERSBACH 483 6293 TUX ÖSTERREICH,tel:+43 5287-87239,https://www.bergfried.at/de/
HIDEAWAY HOTEL**** MONTESTYRIA CHALETS & SUITEN,KALVARIENBERG 5 8630 MARIAZELL ÖSTERREICH,tel:+43 3882 93080,http://www.montestyria.at/
HOTEL & RESTAURANT EICHINGERBAUER****S,EICH 34 5310 ST. LORENZ | MONDSEE ÖSTERREICH,tel:+43 6232 2658,http://www.eichingerbauer.at/
HOTEL DE LA FERME - MURTOLI,VALLEE DE L'ORTOLO 20100 SARTENE FRANKREICH,tel:+33 495 71 69 24,https://www.murtoli.com/hotel-domaine-de-murtoli-hotel-sartene-90-en.html
JUFFING HOTEL & SPA,HINTERTHIERSEE 79 6335 THIERSEE ÖSTERREICH,tel:+43 5376-5585-0,https://www.juffing.at/
HOTEL TASCHENBERGPALAIS KEMPINSKI DRESDEN,TASCHENBERG 3 01067  DRESDEN DEUTSCHLAND,tel:+49 351 4912636,http://www.kempinski.com/de/dresden/hotel-taschenbergpalais
HOTEL SCHWEIZERHOF,VIA DAL BAGN 54 7500 ST. MORITZ SCHWEIZ,tel:+41 81 837 07 07,http://www.schweizerhofstmoritz.ch/
ALPENPARKS HOTEL & APARTMENT TAXACHER KIRCHBERG IN TIROL,ASCHAUER STRASSE 46 6365 KIRCHBERG IN TIROL ÖSTERREICH,tel:+43 5357 4201,https://www.alpenparks.at/de/hotel-apartment-taxacher-kirchberg
KEMPINSKI HOTEL BERCHTESGADEN,HINTERECK 1 83471 BERCHTESGADEN DEUTSCHLAND,tel:+49%C2%A08652-9755-0,http://www.kempinski.com/en/berchtesgaden/kempinski-hotel-berchtesgaden
CORTISEN AM SEE,PILGER STRASSE 15 5360 ST. WOLFGANG ÖSTERREICH,tel:+43 6138 2376 0,http://www.cortisen.at/
HOTEL SONNE,DORFSTRASSE 57 6561 ISCHGL ÖSTERREICH,tel:+43 5444 5302,http://www.sonne-ischgl.at/
RELAIS & CHÂTEAUX CHASA MONTANA,DORFSTRASSE 30 7563 SAMNAUN SCHWEIZ,tel:+41 81 861 90 00,http://www.hotelchasamontana.ch/de
HOTEL HANSWIRT,GEROLDPLATZ 3 39020 PARTSCHINS ITALIEN,tel:+39 0473 967148,https://www.hanswirt.com/
TRAUMHOTEL ALPINA,GERLOS 298 DIREKT GEGENÜBER VON LIFTSTATION ISSKOGELBAHN IN GERLOS 6281 GERLOS ÖSTERREICH,tel:+43 5284 5305,http://www.traumhotel.at/
